name,agg_master_class,master_class,detection_count,QSO,AGN,Seyfert_1,Seyfert_2,HMXB,LMXB,XB,YSO,TTau*,Orion_V*,ra,dec
2CXO J002506.2-122129,XB,HMXB,1,0.355±0.0,0.134±0.0,0.0±0.0,0.0±0.0,0.51±0.0,0.002±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,6.276214487103232,-12.35826013643313
2CXO J003503.4-202451,XB,HMXB,1,0.004±0.0,0.176±0.0,0.005±0.0,0.0±0.0,0.801±0.0,0.013±0.0,0.001±0.0,0.0±0.0,0.0±0.0,0.0±0.0,8.76429450951133,-20.41425225581766
2CXO J003529.0-434930,Seyfert,Seyfert_1,1,0.0±0.0,0.004±0.0,0.914±0.0,0.012±0.0,0.056±0.0,0.0±0.0,0.015±0.0,0.0±0.0,0.0±0.0,0.0±0.0,8.871186821041363,-43.82507234242811
2CXO J003532.6+011821,AGN,QSO,1,0.65±0.0,0.291±0.0,0.058±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,8.886239270477517,1.305887153045774
2CXO J003542.8-201920,Seyfert,Seyfert_1,1,0.031±0.0,0.0±0.0,0.969±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,8.928418413566021,-20.3222320879678
2CXO J003802.4-505040,XB,XB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.006±0.0,0.098±0.0,0.278±0.0,0.619±0.0,0.0±0.0,0.0±0.0,0.0±0.0,9.510088593898786,-50.84447187810913
2CXO J003802.3-504402,YSO,Orion_V*,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.234±0.0,0.0±0.0,0.766±0.0,9.50995330568827,-50.73391262308827
2CXO J003756.3-504834,XB,LMXB,1,0.212±0.0,0.317±0.0,0.063±0.0,0.0±0.0,0.001±0.0,0.408±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,9.484738571098376,-50.8095372474264
2CXO J003756.0-334221,AGN,QSO,1,0.949±0.0,0.005±0.0,0.045±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,9.4836151014415,-33.705903798683806
2CXO J003755.3-334159,AGN,QSO,1,0.949±0.0,0.005±0.0,0.045±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,9.480496689414394,-33.69974233368203
2CXO J003752.4-334403,XB,XB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.333±0.0,0.0±0.0,0.665±0.0,0.002±0.0,0.0±0.0,0.0±0.0,9.468491667311014,-33.7342893270725
2CXO J003750.0-334641,AGN,QSO,1,0.591±0.0,0.069±0.0,0.337±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.003±0.0,0.0±0.0,0.0±0.0,0.0±0.0,9.45841936855834,-33.77806708405122
2CXO J003747.0-334111,YSO,Orion_V*,1,0.0±0.0,0.078±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.025±0.0,0.0±0.0,0.896±0.0,9.44598040631115,-33.68652100076378
2CXO J003743.3-334912,YSO,TTau*,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.001±0.0,0.0±0.0,0.0±0.0,0.074±0.0,0.921±0.0,0.005±0.0,9.430616042246411,-33.82013740976529
2CXO J003735.1-334517,AGN,QSO,1,0.58±0.0,0.192±0.0,0.049±0.0,0.125±0.0,0.038±0.0,0.003±0.0,0.014±0.0,0.0±0.0,0.0±0.0,0.0±0.0,9.396488869916652,-33.75481866876265
2CXO J003731.0-504317,XB,XB,1,0.0±0.0,0.007±0.0,0.0±0.0,0.0±0.0,0.296±0.0,0.11±0.0,0.587±0.0,0.0±0.0,0.0±0.0,0.0±0.0,9.379213836743077,-50.72154658817144
2CXO J003722.2-333351,Seyfert,Seyfert_2,1,0.0±0.0,0.134±0.0,0.0±0.0,0.308±0.0,0.304±0.0,0.008±0.0,0.001±0.0,0.129±0.0,0.0±0.0,0.116±0.0,9.34274586975124,-33.56422160353158
2CXO J003719.5-334951,AGN,QSO,1,0.864±0.0,0.057±0.0,0.051±0.0,0.001±0.0,0.027±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,9.331591650110568,-33.83083568938723
2CXO J003719.4-503653,XB,LMXB,1,0.002±0.0,0.093±0.0,0.03±0.0,0.003±0.0,0.307±0.0,0.454±0.0,0.11±0.0,0.003±0.0,0.0±0.0,0.0±0.0,9.331159460942388,-50.61478667122485
2CXO J003710.9-503428,YSO,TTau*,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.101±0.0,0.0±0.0,0.0±0.0,0.16±0.0,0.683±0.0,0.056±0.0,9.295419311125444,-50.57464235696077
2CXO J003704.1-333344,XB,HMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.998±0.0,0.0±0.0,0.001±0.0,0.0±0.0,0.0±0.0,0.0±0.0,9.267257926088291,-33.562287408539994
2CXO J003702.0+182322,Seyfert,Seyfert_2,1,0.01±0.0,0.059±0.0,0.006±0.0,0.575±0.0,0.266±0.0,0.011±0.0,0.073±0.0,0.0±0.0,0.0±0.0,0.0±0.0,9.258606254431813,18.38949763711797
2CXO J003652.3-333315,AGN,QSO,1,0.369±0.0,0.0±0.0,0.294±0.0,0.0±0.0,0.336±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,9.2183116135123,-33.554280618539735
2CXO J003650.0-432120,AGN,QSO,1,0.999±0.0,0.0±0.0,0.001±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,9.208695368639953,-43.355677478205045
2CXO J003649.0-431918,AGN,QSO,1,0.782±0.0,0.015±0.0,0.202±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,9.20422283261246,-43.321787029568114
2CXO J003631.8-332859,Seyfert,Seyfert_1,1,0.183±0.0,0.007±0.0,0.81±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,9.13267177589637,-33.48314630032945
2CXO J003626.5-430820,Seyfert,Seyfert_1,1,0.217±0.0,0.161±0.0,0.57±0.0,0.013±0.0,0.027±0.0,0.0±0.0,0.011±0.0,0.0±0.0,0.0±0.0,0.0±0.0,9.11078088534839,-43.13903554410107
2CXO J003621.8-430234,AGN,QSO,1,0.504±0.0,0.365±0.0,0.114±0.0,0.016±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,9.09102853553901,-43.04302425569962
2CXO J003604.4-431028,XB,LMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.004±0.0,0.972±0.0,0.0±0.0,0.003±0.0,0.0±0.0,0.02±0.0,9.018400733479892,-43.17465118274547
2CXO J003544.2-435340,AGN,AGN,1,0.011±0.0,0.931±0.0,0.058±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,8.934248152234659,-43.89445574868656
2CXO J010715.6+323115,YSO,Orion_V*,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.043±0.0,0.276±0.0,0.681±0.0,16.815153055019323,32.52093123085443
2CXO J010720.6+323050,Seyfert,Seyfert_1,1,0.32±0.0,0.075±0.0,0.599±0.0,0.005±0.0,0.001±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,16.83594601223797,32.514046281814025
2CXO J010724.8+322447,YSO,Orion_V*,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.071±0.0,0.016±0.0,0.0±0.0,0.214±0.0,0.152±0.0,0.547±0.0,16.853744780612715,32.41311361384202
2CXO J022958.1+183629,XB,HMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,1.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,37.49234912065907,18.608063604026555
2CXO J023119.3+293633,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.002±0.0,0.0±0.0,0.0±0.0,0.964±0.0,0.0±0.0,0.034±0.0,37.8307546371567,29.60930776280488
2CXO J023115.2+293804,XB,HMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.733±0.0,0.267±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,37.81366439961295,29.63466351077082
2CXO J023057.3-442740,XB,LMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.913±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.087±0.0,37.73891753411175,-44.461336083331325
2CXO J023033.6+182332,AGN,QSO,1,0.458±0.0,0.242±0.0,0.261±0.0,0.0±0.0,0.003±0.0,0.001±0.0,0.035±0.0,0.0±0.0,0.0±0.0,0.0±0.0,37.64010673689029,18.39243863990069
2CXO J023031.0+183356,XB,HMXB,1,0.009±0.0,0.14±0.0,0.003±0.0,0.001±0.0,0.585±0.0,0.21±0.0,0.044±0.0,0.008±0.0,0.0±0.0,0.0±0.0,37.62956043663962,18.565832617587347
2CXO J023027.3+182400,Seyfert,Seyfert_1,1,0.004±0.0,0.0±0.0,0.993±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.002±0.0,0.0±0.0,37.61416299567736,18.4000695849461
2CXO J023023.9+183629,XB,LMXB,1,0.0±0.0,0.04±0.0,0.0±0.0,0.003±0.0,0.226±0.0,0.466±0.0,0.265±0.0,0.0±0.0,0.0±0.0,0.0±0.0,37.599936096536624,18.608185754360026
2CXO J023021.5-294256,AGN,AGN,1,0.385±0.0,0.56±0.0,0.016±0.0,0.0±0.0,0.036±0.0,0.003±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,37.58965016812556,-29.71575732171057
2CXO J023020.0+184122,XB,XB,1,0.002±0.0,0.078±0.0,0.199±0.0,0.041±0.0,0.058±0.0,0.101±0.0,0.521±0.0,0.0±0.0,0.0±0.0,0.0±0.0,37.58354020760373,18.68956624742338
2CXO J023008.3+183520,XB,HMXB,1,0.015±0.0,0.049±0.0,0.087±0.0,0.025±0.0,0.448±0.0,0.175±0.0,0.198±0.0,0.003±0.0,0.0±0.0,0.0±0.0,37.53463821012622,18.58906358913502
2CXO J023004.2+184526,XB,HMXB,1,0.0±0.0,0.048±0.0,0.008±0.0,0.003±0.0,0.753±0.0,0.153±0.0,0.034±0.0,0.001±0.0,0.0±0.0,0.0±0.0,37.517536120081786,18.757384534871456
2CXO J023000.2+183204,AGN,AGN,1,0.305±0.0,0.354±0.0,0.245±0.0,0.028±0.0,0.025±0.0,0.008±0.0,0.035±0.0,0.0±0.0,0.0±0.0,0.0±0.0,37.50092747732253,18.53470065086908
2CXO J022754.6+281405,AGN,QSO,1,0.472±0.0,0.008±0.0,0.025±0.0,0.0±0.0,0.121±0.0,0.371±0.0,0.003±0.0,0.0±0.0,0.0±0.0,0.0±0.0,36.97784472534073,28.234770060246912
2CXO J023128.4+293705,XB,HMXB,1,0.002±0.0,0.037±0.0,0.031±0.0,0.0±0.0,0.551±0.0,0.374±0.0,0.005±0.0,0.0±0.0,0.0±0.0,0.0±0.0,37.86864700478003,29.61818736928114
2CXO J022751.9+281438,Seyfert,Seyfert_2,1,0.0±0.0,0.024±0.0,0.001±0.0,0.974±0.0,0.001±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,36.966337944248494,28.24407389879836
2CXO J022740.5+281003,AGN,QSO,1,0.487±0.0,0.35±0.0,0.024±0.0,0.0±0.0,0.115±0.0,0.014±0.0,0.008±0.0,0.0±0.0,0.002±0.0,0.0±0.0,36.91895091747131,28.16761182938306
2CXO J022727.4+615711,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.999±0.0,0.0±0.0,0.001±0.0,36.86449938171336,61.953260858978666
2CXO J022715.6+613730,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.231±0.0,0.0±0.0,0.0±0.0,0.679±0.0,0.006±0.0,0.084±0.0,36.81506726249757,61.62526008354529
2CXO J022706.4-184749,XB,XB,1,0.006±0.0,0.054±0.0,0.004±0.0,0.032±0.0,0.297±0.0,0.267±0.0,0.335±0.0,0.002±0.0,0.0±0.0,0.002±0.0,36.77690754348828,-18.797218718370114
2CXO J022657.7+282458,AGN,QSO,1,0.56±0.0,0.001±0.0,0.439±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,36.74043047083387,28.41616978099362
2CXO J022654.3+614358,YSO,TTau*,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.004±0.0,0.0±0.0,0.0±0.0,0.339±0.0,0.365±0.0,0.291±0.0,36.72630342308537,61.73281251393497
2CXO J022650.5-184643,AGN,QSO,1,0.759±0.0,0.022±0.0,0.216±0.0,0.003±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,36.71079226692399,-18.77866178161722
2CXO J022640.9-184220,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,1.0±0.0,0.0±0.0,0.0±0.0,36.67073394591904,-18.705569253543985
2CXO J022639.1+614139,YSO,Orion_V*,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.342±0.0,0.244±0.0,0.415±0.0,36.66325902786792,61.69433412645489
2CXO J022633.4-185641,XB,LMXB,1,0.004±0.0,0.0±0.0,0.024±0.0,0.0±0.0,0.01±0.0,0.715±0.0,0.0±0.0,0.0±0.0,0.247±0.0,0.0±0.0,36.63925263464091,-18.94499193807019
2CXO J022631.0-190529,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.01±0.0,0.0±0.0,0.0±0.0,0.543±0.0,0.275±0.0,0.171±0.0,36.62943481878358,-19.09141857292058
2CXO J023127.7+293907,XB,HMXB,1,0.004±0.0,0.038±0.0,0.262±0.0,0.0±0.0,0.696±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,37.86573886045375,29.652139977721685
2CXO J023154.2-530236,XB,HMXB,1,0.167±0.0,0.067±0.0,0.025±0.0,0.0±0.0,0.651±0.0,0.077±0.0,0.013±0.0,0.0±0.0,0.0±0.0,0.0±0.0,37.97606211749718,-53.04354252783863
2CXO J024201.3-081402,AGN,QSO,1,0.816±0.0,0.16±0.0,0.016±0.0,0.0±0.0,0.008±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,40.50581101237788,-8.233910770086151
2CXO J023635.8+593918,XB,LMXB,1,0.0±0.0,0.046±0.0,0.0±0.0,0.0±0.0,0.014±0.0,0.881±0.0,0.0±0.0,0.035±0.0,0.0±0.0,0.024±0.0,39.14945681627569,59.655107610151305
2CXO J024112.9-082721,XB,HMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,1.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,40.303829939680895,-8.456068024945441
2CXO J024106.0-081220,AGN,AGN,1,0.307±0.0,0.611±0.0,0.027±0.0,0.0±0.0,0.055±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,40.27516084416476,-8.205802417056617
2CXO J024104.8-081520,Seyfert,Seyfert_2,1,0.0±0.0,0.003±0.0,0.116±0.0,0.881±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,40.27007992084776,-8.25577816184615
2CXO J024050.4-081610,XB,HMXB,1,0.0±0.0,0.022±0.0,0.0±0.0,0.009±0.0,0.439±0.0,0.331±0.0,0.198±0.0,0.0±0.0,0.0±0.0,0.0±0.0,40.21007575135701,-8.26965481326244
2CXO J024025.6-082430,Seyfert,Seyfert_2,1,0.0±0.0,0.0±0.0,0.029±0.0,0.878±0.0,0.007±0.0,0.0±0.0,0.0±0.0,0.009±0.0,0.059±0.0,0.019±0.0,40.10683951031211,-8.40845577213665
2CXO J023952.5+391016,Seyfert,Seyfert_2,1,0.021±0.0,0.289±0.0,0.056±0.0,0.471±0.0,0.066±0.0,0.064±0.0,0.032±0.0,0.0±0.0,0.0±0.0,0.0±0.0,39.96905661959204,39.171371499625
2CXO J023821.7-494653,AGN,QSO,1,0.82±0.0,0.002±0.0,0.177±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,39.59042574243023,-49.78160608894554
2CXO J023814.0-494955,Seyfert,Seyfert_1,1,0.273±0.0,0.1±0.0,0.385±0.0,0.104±0.0,0.109±0.0,0.0±0.0,0.028±0.0,0.0±0.0,0.0±0.0,0.0±0.0,39.55853270521061,-49.83211477021487
2CXO J023728.8+593438,XB,HMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.414±0.0,0.221±0.0,0.0±0.0,0.174±0.0,0.068±0.0,0.124±0.0,39.3702504356869,59.57732821588274
2CXO J023726.7+593230,XB,HMXB,1,0.04±0.0,0.074±0.0,0.005±0.0,0.0±0.0,0.794±0.0,0.086±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,39.36139072080323,59.54173806261492
2CXO J023706.5+593905,XB,HMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.949±0.0,0.0±0.0,0.0±0.0,0.05±0.0,0.0±0.0,0.001±0.0,39.27709486111735,59.65150354706003
2CXO J023640.5+593853,AGN,AGN,1,0.0±0.0,0.546±0.0,0.003±0.0,0.003±0.0,0.003±0.0,0.445±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,39.16913327205651,59.64820513912935
2CXO J023630.1+593922,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.372±0.0,0.0±0.0,0.0±0.0,0.627±0.0,0.0±0.0,0.001±0.0,39.12559145621032,59.65630490914426
2CXO J023215.3-212633,AGN,AGN,1,0.301±0.0,0.395±0.0,0.067±0.0,0.112±0.0,0.034±0.0,0.038±0.0,0.053±0.0,0.0±0.0,0.0±0.0,0.0±0.0,38.06398783578175,-21.442675587412843
2CXO J023625.2+593924,XB,LMXB,1,0.0±0.0,0.309±0.0,0.002±0.0,0.0±0.0,0.026±0.0,0.464±0.0,0.0±0.0,0.017±0.0,0.0±0.0,0.182±0.0,39.105185115593656,59.65683851732453
2CXO J023624.0+594056,AGN,AGN,1,0.0±0.0,0.899±0.0,0.0±0.0,0.0±0.0,0.009±0.0,0.0±0.0,0.0±0.0,0.003±0.0,0.0±0.0,0.088±0.0,39.10010387458482,59.6824329853728
2CXO J023621.9+593811,YSO,Orion_V*,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,1.0±0.0,39.09133121259731,59.63645899737328
2CXO J023618.5+594301,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.68±0.0,0.0±0.0,0.32±0.0,39.077388090775344,59.71702865155935
2CXO J023429.5+313524,XB,LMXB,1,0.0±0.0,0.121±0.0,0.0±0.0,0.0±0.0,0.048±0.0,0.56±0.0,0.0±0.0,0.27±0.0,0.0±0.0,0.0±0.0,38.6229898591024,31.59014902429224
2CXO J023359.8-181150,YSO,TTau*,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.009±0.0,0.735±0.0,0.256±0.0,38.49942577502787,-18.197441001021275
2CXO J023322.5-211630,AGN,QSO,1,0.81±0.0,0.157±0.0,0.015±0.0,0.0±0.0,0.018±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,38.343843204062296,-21.27524824642933
2CXO J023243.7-525837,Seyfert,Seyfert_1,1,0.033±0.0,0.004±0.0,0.953±0.0,0.005±0.0,0.0±0.0,0.003±0.0,0.0±0.0,0.0±0.0,0.001±0.0,0.0±0.0,38.1822653175592,-52.97712567323921
2CXO J023238.0-442150,Seyfert,Seyfert_1,1,0.0±0.0,0.0±0.0,1.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,38.15851507073455,-44.36390089113895
2CXO J023233.2-211724,Seyfert,Seyfert_1,1,0.124±0.0,0.0±0.0,0.865±0.0,0.011±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,38.13843393871287,-21.29018521969165
2CXO J023218.6-442047,AGN,QSO,1,0.46±0.0,0.17±0.0,0.328±0.0,0.037±0.0,0.005±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,38.07762459996985,-44.3465217516596
2CXO J023216.3+613312,XB,HMXB,1,0.005±0.0,0.0±0.0,0.063±0.0,0.0±0.0,0.917±0.0,0.001±0.0,0.0±0.0,0.001±0.0,0.001±0.0,0.012±0.0,38.068071804835824,61.55352680955423
2CXO J022626.2-185801,AGN,AGN,1,0.133±0.0,0.593±0.0,0.021±0.0,0.106±0.0,0.061±0.0,0.025±0.0,0.058±0.0,0.001±0.0,0.001±0.0,0.002±0.0,36.60951835891507,-18.96700695739224
2CXO J022617.0+614919,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.359±0.0,0.0±0.0,0.0±0.0,0.393±0.0,0.11±0.0,0.137±0.0,36.57117844593535,61.82220139860348
2CXO J022614.2-185434,Seyfert,Seyfert_1,1,0.0±0.0,0.0±0.0,0.643±0.0,0.0±0.0,0.003±0.0,0.001±0.0,0.352±0.0,0.0±0.0,0.0±0.0,0.0±0.0,36.5592188840555,-18.90960573277938
2CXO J022126.9+422854,AGN,QSO,1,0.898±0.0,0.013±0.0,0.088±0.0,0.001±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,35.362431860403774,42.4816958503034
2CXO J022229.0+422021,XB,HMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.963±0.0,0.027±0.0,0.01±0.0,0.0±0.0,0.0±0.0,0.0±0.0,35.62097939088943,42.33935210326058
2CXO J022227.9+425236,Seyfert,Seyfert_1,1,0.076±0.0,0.111±0.0,0.799±0.0,0.0±0.0,0.001±0.0,0.002±0.0,0.011±0.0,0.0±0.0,0.0±0.0,0.0±0.0,35.61661530754793,42.87685737927635
2CXO J022226.3+421833,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.627±0.0,0.363±0.0,0.01±0.0,35.60980873462893,42.30921141110019
2CXO J022225.6+423527,Seyfert,Seyfert_1,1,0.349±0.0,0.004±0.0,0.647±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,35.606834555737805,42.5910998545779
2CXO J022216.2+421159,XB,LMXB,1,0.164±0.0,0.061±0.0,0.002±0.0,0.0±0.0,0.05±0.0,0.723±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,35.56769447460789,42.19991636556598
2CXO J022215.6+420830,AGN,QSO,1,0.935±0.0,0.047±0.0,0.017±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,35.56530227095186,42.14178239444013
2CXO J022215.0+422341,XB,HMXB,1,0.177±0.0,0.02±0.0,0.105±0.0,0.0±0.0,0.697±0.0,0.0±0.0,0.001±0.0,0.0±0.0,0.0±0.0,0.0±0.0,35.56289165847005,42.39473045066912
2CXO J022213.2+420843,Seyfert,Seyfert_1,1,0.103±0.0,0.0±0.0,0.679±0.0,0.218±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,35.55503261953692,42.145518776159335
2CXO J022210.1+422956,Seyfert,Seyfert_1,1,0.0±0.0,0.0±0.0,0.968±0.0,0.0±0.0,0.032±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,35.54228353284179,42.49893703670328
2CXO J022203.4+420337,YSO,Orion_V*,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,1.0±0.0,35.514222380370654,42.06050704941536
2CXO J022143.8+421631,Seyfert,Seyfert_1,1,0.217±0.0,0.332±0.0,0.333±0.0,0.082±0.0,0.031±0.0,0.001±0.0,0.003±0.0,0.0±0.0,0.0±0.0,0.0±0.0,35.432847042163985,42.27546200505107
2CXO J022142.8+421635,XB,XB,1,0.038±0.0,0.059±0.0,0.005±0.0,0.019±0.0,0.006±0.0,0.19±0.0,0.683±0.0,0.0±0.0,0.0±0.0,0.0±0.0,35.42849573373303,42.27646259027564
2CXO J022113.1+421852,YSO,Orion_V*,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.002±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.183±0.0,0.815±0.0,35.304614648899985,42.31455076860001
2CXO J022613.6-185741,XB,LMXB,1,0.0±0.0,0.331±0.0,0.0±0.0,0.001±0.0,0.003±0.0,0.619±0.0,0.0±0.0,0.022±0.0,0.0±0.0,0.024±0.0,36.55707109581476,-18.9614873704093
2CXO J022112.9+421825,YSO,Orion_V*,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.002±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.183±0.0,0.815±0.0,35.30385596069999,42.30719522219999
2CXO J022112.1+421707,AGN,QSO,1,0.664±0.0,0.289±0.0,0.047±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,35.30058707183008,42.285512850707846
2CXO J022109.1+422007,AGN,AGN,1,0.318±0.0,0.348±0.0,0.331±0.0,0.001±0.0,0.002±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,35.28816599613833,42.33528431826322
2CXO J022054.3+421721,XB,HMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,1.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,35.22637093063088,42.28935508739719
2CXO J022014.0-060132,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.018±0.0,0.002±0.0,0.0±0.0,0.975±0.0,0.0±0.0,0.004±0.0,35.05838496629167,-6.025657758931961
2CXO J022009.7+565810,XB,HMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,1.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,35.04057980409499,56.96970153471499
2CXO J021956.9-031054,XB,HMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,1.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,34.98747334705064,-3.181702352954517
